"","customerID","Prediction"
"93","7233-PAHHL","Not_Churn"
"94","6067-NGCEU","Not_Churn"
"95","9848-JQJTX","Not_Churn"
"96","8637-XJIVR","Churn"
"97","9803-FTJCG","Not_Churn"
"98","0278-YXOOG","Not_Churn"
"99","3212-KXOCR","Not_Churn"
"100","4598-XLKNJ","Churn"
"101","6380-ARCEH","Churn"
"102","3679-XASPY","Churn"
"103","7123-WQUHX","Not_Churn"
"104","5386-THSLQ","Not_Churn"
"105","3192-NQECA","Not_Churn"
"106","6180-YBIQI","Churn"
"107","6728-DKUCO","Not_Churn"
"108","9750-BOOHV","Not_Churn"
"109","8597-CWYHH","Churn"
"110","2848-YXSMW","Not_Churn"
"111","0486-HECZI","Churn"
"112","4549-ZDQYY","Not_Churn"
"113","5712-AHQNN","Not_Churn"
"114","4846-WHAFZ","Churn"
"115","5256-SKJGO","Not_Churn"
"116","3071-VBYPO","Not_Churn"
"117","9560-BBZXK","Not_Churn"
"118","5299-RULOA","Churn"
"119","8402-OOOHJ","Not_Churn"
"120","9445-ZUEQE","Churn"
"121","1091-SOZGA","Not_Churn"
"122","2928-HLDBA","Not_Churn"
"123","0404-SWRVG","Churn"
"124","6497-TILVL","Not_Churn"
"125","7219-TLZHO","Churn"
"126","4622-YNKIJ","Not_Churn"
"127","4412-YLTKF","Churn"
"128","6734-PSBAW","Not_Churn"
"129","3930-ZGWVE","Churn"
"130","2639-UGMAZ","Churn"
"131","2876-GZYZC","Churn"
"132","6207-WIOLX","Churn"
"133","8587-XYZSF","Not_Churn"
"134","3091-FYHKI","Churn"
"135","2372-HWUHI","Churn"
"136","7799-LGRDP","Not_Churn"
"137","7850-VWJUU","Churn"
"138","3774-VBNXY","Not_Churn"
"139","6217-KDYWC","Not_Churn"
"140","0390-DCFDQ","Churn"
"141","3146-MSEGF","Not_Churn"
"142","4080-OGPJL","Churn"
"143","1095-WGNGG","Not_Churn"
"144","2636-SJDOU","Not_Churn"
"145","1131-QQZEB","Not_Churn"
"146","5716-EZXZN","Not_Churn"
"147","6837-BJYDQ","Not_Churn"
"148","2135-RXIHG","Churn"
"149","6440-DKQGE","Not_Churn"
"150","3466-BYAVD","Not_Churn"
"151","3780-YVMFA","Churn"
"152","3874-EQOEP","Churn"
"153","1679-JRFBR","Not_Churn"
"154","9073-ZZIAY","Not_Churn"
"155","3077-RSNTJ","Not_Churn"
"156","6551-GNYDG","Churn"
"157","9167-APMXZ","Churn"
"158","2749-CTKAJ","Not_Churn"
"159","6371-NZYEG","Not_Churn"
"160","7554-NEWDD","Not_Churn"
"161","8992-VONJD","Churn"
"162","0867-MKZVY","Not_Churn"
"163","4482-EWFMI","Churn"
"164","4648-YPBTM","Not_Churn"
"165","2907-ILJBN","Not_Churn"
"166","6345-FZOQH","Not_Churn"
"167","3376-BMGFE","Churn"
"168","5997-OPVFA","Not_Churn"
"169","3445-HXXGF","Churn"
"170","1159-WFSGR","Not_Churn"
"171","7654-YWJUF","Not_Churn"
"172","1875-QIVME","Churn"
"173","6727-IOTLZ","Not_Churn"
"174","0691-JVSYA","Not_Churn"
"175","5918-VUKWP","Not_Churn"
"176","1744-JHKYS","Not_Churn"
"177","2656-FMOKZ","Churn"
"178","2070-FNEXE","Churn"
"179","5947-SGKCL","Churn"
"180","3712-PKXZA","Not_Churn"
"181","6317-YPKDH","Not_Churn"
"182","6582-OIVSP","Churn"
"183","9367-WXLCH","Churn"
"184","5524-KHNJP","Not_Churn"
"185","1918-ZBFQJ","Churn"
"186","1024-GUALD","Churn"
"187","4827-USJHP","Not_Churn"
"188","8167-GJLRN","Churn"
"189","0956-SYCWG","Not_Churn"
"190","8017-UVSZU","Not_Churn"
"191","7100-FQPRV","Not_Churn"
"192","2472-OVKUP","Churn"
"193","2984-RGEYA","Not_Churn"
"194","9680-NIAUV","Not_Churn"
"195","2146-EGVDT","Not_Churn"
"196","2604-IJPDU","Churn"
"197","9178-JHUVJ","Not_Churn"
"198","6168-YBYNP","Churn"
"199","7255-SSFBC","Not_Churn"
"200","3645-DEYGF","Churn"
"201","9323-HGFWY","Churn"
"202","8544-GOQSH","Churn"
"203","3363-DTIVD","Not_Churn"
"204","7018-WBJNK","Churn"
"205","9142-KZXOP","Not_Churn"
"206","7674-YTAFD","Not_Churn"
"207","6348-SNFUS","Not_Churn"
"208","1285-OKIPP","Churn"
"209","7825-ECJRF","Churn"
"210","1347-KTTTA","Not_Churn"
"211","7841-TZDMQ","Churn"
"212","4195-NZGTA","Churn"
"213","7157-SMCFK","Not_Churn"
"214","4709-LKHYG","Not_Churn"
"215","2504-DSHIH","Churn"
"216","0699-NDKJM","Not_Churn"
"217","9286-BHDQG","Not_Churn"
"218","0230-WEQUW","Not_Churn"
"219","2040-LDIWQ","Not_Churn"
"220","6496-JDSSB","Churn"
"221","9408-SSNVZ","Churn"
"222","4443-EMBNA","Not_Churn"
"223","6469-MRVET","Not_Churn"
"224","0742-MOABM","Not_Churn"
"225","5961-VUSRV","Not_Churn"
"226","6778-JFCMK","Not_Churn"
"227","6341-JVQGF","Not_Churn"
"228","2232-DMLXU","Churn"
"229","4811-JBUVU","Churn"
"230","0945-TSONX","Not_Churn"
"231","2651-ZCBXV","Churn"
"232","3316-UWXUY","Not_Churn"
"233","8937-RDTHP","Churn"
"234","7083-MIOPC","Not_Churn"
"235","1984-GPTEH","Not_Churn"
"236","1251-KRREG","Churn"
"237","0621-JFHOL","Not_Churn"
"238","9903-LYSAB","Churn"
"239","0094-OIFMO","Churn"
"240","9227-UAQFT","Not_Churn"
"241","7301-ABVAD","Not_Churn"
"242","6614-FHDBO","Not_Churn"
"243","7576-ASEJU","Churn"
"244","9058-HRZSV","Not_Churn"
"245","4522-AKYLR","Not_Churn"
"246","0221-WMXNQ","Churn"
"247","0303-UNCIP","Not_Churn"
"248","9947-OTFQU","Churn"
"249","0322-YINQP","Churn"
"250","0959-WHOKV","Not_Churn"
"251","4075-JFPGR","Not_Churn"
"252","4629-NRXKX","Churn"
"253","9514-JDSKI","Churn"
"254","3282-ZISZV","Not_Churn"
"255","3675-YDUPJ","Not_Churn"
"256","4111-BNXIF","Not_Churn"
"257","7017-VFHAY","Not_Churn"
"258","6655-LHBYW","Not_Churn"
"259","4959-JOSRX","Churn"
"260","5046-NUHWD","Churn"
"261","7273-TEFQD","Churn"
"262","3606-TWKGI","Churn"
"263","7529-ZDFXI","Not_Churn"
"264","7605-BDWDC","Not_Churn"
"265","1950-KSVVJ","Not_Churn"
"266","0123-CRBRT","Not_Churn"
"267","6292-TOSSS","Not_Churn"
"268","3197-ARFOY","Churn"
"269","6323-AYBRX","Not_Churn"
"270","7014-ZZXAW","Not_Churn"
"271","4385-GZQXV","Churn"
"272","7633-MVPUY","Not_Churn"
"273","6366-ZGQGL","Churn"
"274","4716-HHKQH","Churn"
"275","5940-AHUHD","Churn"
"276","6432-TWQLB","Churn"
"277","4484-GLZOU","Churn"
"278","3179-GBRWV","Not_Churn"
"279","8645-KWHJO","Churn"
"280","4130-MZLCC","Churn"
"281","0314-TKOSI","Not_Churn"
"282","8229-MYEJZ","Not_Churn"
"283","2080-SRCDE","Not_Churn"
"284","9577-WJVCQ","Not_Churn"
"285","9512-UIBFX","Churn"
"286","6202-DYYFX","Not_Churn"
"287","3808-HFKDE","Not_Churn"
"288","5583-SXDAG","Churn"
"289","3488-PGMQJ","Churn"
"290","3580-REOAC","Churn"
"291","7534-BFESC","Churn"
"292","3727-OWVYD","Not_Churn"
"293","2294-SALNE","Not_Churn"
"294","4847-TAJYI","Churn"
"295","1563-IWQEX","Not_Churn"
"296","8203-XJZRC","Churn"
"297","6556-DBKZF","Not_Churn"
"298","6851-WEFYX","Churn"
"299","2985-JUUBZ","Churn"
"300","6390-DSAZX","Churn"
"301","0895-LMRSF","Not_Churn"
"302","8098-LLAZX","Churn"
"303","8266-VBFQL","Churn"
"304","8181-YHCMF","Not_Churn"
"305","2240-HSJQD","Churn"
"306","1248-DYXUB","Not_Churn"
"307","0265-EDXBD","Churn"
"308","4115-BNPJY","Not_Churn"
"309","3167-SNQPL","Churn"
"310","4091-TVOCN","Not_Churn"
"311","1098-TDVUQ","Churn"
"312","7277-OZCGZ","Churn"
"313","1557-EMYVT","Not_Churn"
"314","2799-ARNLO","Churn"
"315","7563-BIUPC","Churn"
"316","5027-YOCXN","Churn"
"317","3973-SKMLN","Not_Churn"
"318","2321-OMBXY","Not_Churn"
"319","2840-XANRC","Churn"
"320","6745-JEFZB","Not_Churn"
"321","5020-ZSTTY","Not_Churn"
"322","9880-TDQAC","Not_Churn"
"323","8705-WZCYL","Not_Churn"
"324","7102-JJVTX","Not_Churn"
"325","8626-PTQGE","Not_Churn"
"326","4983-CLMLV","Churn"
"327","5701-YVSVF","Churn"
"328","5804-LEPIM","Churn"
"329","5697-GOMBF","Churn"
"330","2739-CACDQ","Churn"
"331","9385-EHGDO","Not_Churn"
"332","9498-FIMXL","Not_Churn"
"333","2379-GYFLQ","Not_Churn"
"334","0122-OAHPZ","Churn"
"335","2868-SNELZ","Churn"
"336","4322-RCYMT","Not_Churn"
"337","6680-NENYN","Not_Churn"
"338","2088-IEBAU","Not_Churn"
"339","7982-VCELR","Churn"
"340","1343-EHPYB","Not_Churn"
"341","6035-BXTTY","Not_Churn"
"342","6885-PKOAM","Not_Churn"
"343","7520-HQWJU","Not_Churn"
"344","9639-BUJXT","Not_Churn"
"345","5924-SNGKP","Not_Churn"
"346","0021-IKXGC","Churn"
"347","2034-GDRCN","Churn"
"348","8966-SNIZF","Not_Churn"
"349","6243-OZGFH","Not_Churn"
"350","4654-DLAMQ","Not_Churn"
"351","0513-RBGPE","Not_Churn"
"352","5160-UXJED","Not_Churn"
"353","4115-NZRKS","Churn"
"354","0219-YTZUE","Churn"
"355","0623-IIHUG","Churn"
"356","4572-DVCGN","Churn"
"357","3351-NGXYI","Churn"
"358","8984-EYLLL","Not_Churn"
"359","9057-MSWCO","Churn"
"360","9833-TGFHX","Not_Churn"
"361","9294-TDIPC","Not_Churn"
"362","5229-DTFYB","Not_Churn"
"363","0104-PPXDV","Not_Churn"
"364","5176-LMJXE","Not_Churn"
"365","3583-KRKMD","Not_Churn"
"366","1010-DIAUQ","Churn"
"367","9069-LGEUL","Not_Churn"
"368","7302-ZHMHP","Not_Churn"
"369","9571-EDEBV","Not_Churn"
"370","3520-FJGCV","Not_Churn"
"371","6563-VRERX","Not_Churn"
"372","0259-GBZSH","Churn"
"373","6122-EFVKN","Not_Churn"
"374","2805-EDJPQ","Not_Churn"
"375","6862-CQUMB","Churn"
"376","7156-MXBJE","Not_Churn"
"377","6158-HDPXZ","Churn"
"378","9601-BRXPO","Churn"
"379","2863-IMQDR","Not_Churn"
"380","5686-CMAWK","Not_Churn"
"381","5651-CRHKQ","Not_Churn"
"382","6905-NIQIN","Churn"
"383","8204-YJCLA","Not_Churn"
"384","5167-ZFFMM","Churn"
"385","6583-SZVGP","Churn"
"386","4895-TMWIR","Not_Churn"
"387","0533-BNWKF","Churn"
"388","1708-PBBOA","Not_Churn"
"389","8782-LKFPK","Not_Churn"
"390","5522-JBWMO","Not_Churn"
"391","3597-MVHJT","Churn"
"392","9774-NRNAU","Not_Churn"
"393","0224-RLWWD","Churn"
"394","9967-ATRFS","Not_Churn"
"395","3951-NJCVI","Churn"
"396","2977-CEBSX","Not_Churn"
"397","0177-PXBAT","Churn"
"398","6599-CEBNN","Churn"
"399","2519-ERQOJ","Churn"
"400","5876-QMYLD","Not_Churn"
"401","2277-AXSDC","Not_Churn"
"402","9442-JTWDL","Not_Churn"
"403","0979-PHULV","Churn"
"404","3067-SVMTC","Not_Churn"
"405","5495-GPSRW","Not_Churn"
"406","7606-BPHHN","Not_Churn"
"407","4742-DRORA","Not_Churn"
"408","0111-KLBQG","Churn"
"409","4800-VHZKI","Churn"
"410","7989-CHGTL","Churn"
"411","0334-GDDSO","Churn"
"412","4163-NCJAK","Not_Churn"
"413","5233-AOZUF","Churn"
"414","5973-EJGDP","Churn"
"415","1996-DBMUS","Churn"
"416","7916-VCCPB","Churn"
"417","4686-GEFRM","Not_Churn"
"418","5249-QYHEX","Not_Churn"
"419","0578-SKVMF","Churn"
"420","5564-NEMQO","Churn"
"421","2233-FAGXV","Not_Churn"
"422","5605-IYGFG","Churn"
"423","7663-ZTEGJ","Not_Churn"
"424","3935-TBRZZ","Not_Churn"
"425","8111-BKVDS","Not_Churn"
"426","2055-SIFSS","Not_Churn"
"427","2806-MLNTI","Churn"
"428","8734-DKSTZ","Churn"
"429","4360-PNRQB","Not_Churn"
"430","6152-ONASV","Not_Churn"
"431","9063-ZGTUY","Not_Churn"
"432","7781-HVGMK","Not_Churn"
"433","2181-UAESM","Churn"
"434","2957-LOLHO","Not_Churn"
"435","6048-NJXHX","Not_Churn"
"436","2320-SLKMB","Not_Churn"
"437","4980-URKXC","Not_Churn"
"438","4376-KFVRS","Not_Churn"
"439","5886-VLQVU","Not_Churn"
"440","3577-AMVUX","Churn"
"441","0771-WLCLA","Churn"
"442","5628-RKIFK","Churn"
"443","0206-TBWLC","Not_Churn"
"444","2937-FTHUR","Churn"
"445","1910-FMXJM","Churn"
"446","7752-XUSCI","Not_Churn"
"447","4110-PFEUZ","Churn"
"448","0732-OCQOC","Not_Churn"
"449","5168-MSWXT","Churn"
"450","1090-ESELR","Not_Churn"
"451","8592-PLTMQ","Not_Churn"
"452","5760-WRAHC","Not_Churn"
"453","8847-GEOOQ","Churn"
"454","0256-LTHVJ","Churn"
"455","4785-FCIFB","Not_Churn"
"456","8313-NDOIA","Churn"
"457","5149-CUZUJ","Not_Churn"
"458","0942-KOWSM","Not_Churn"
"459","4237-CLSMM","Not_Churn"
"460","1452-VOQCH","Churn"
"461","4719-UMSIY","Not_Churn"
"462","6614-VBEGU","Not_Churn"
"463","0880-TKATG","Churn"
"464","3811-VBYBZ","Churn"
"465","1480-BKXGA","Not_Churn"
"466","2996-XAUVF","Not_Churn"
"467","9076-AXYIK","Not_Churn"
"468","5968-XQIVE","Churn"
"469","8896-RAZCR","Not_Churn"
"470","4640-UHDOS","Churn"
"471","4933-IKULF","Not_Churn"
"472","3583-EKAPL","Churn"
"473","1304-BCCFO","Not_Churn"
"474","4104-PVRPS","Not_Churn"
"475","9399-APLBT","Churn"
"476","2359-KMGLI","Churn"
"477","3780-DDGSE","Not_Churn"
"478","4431-EDMIQ","Not_Churn"
"479","0306-JAELE","Churn"
"480","6227-HWPWX","Not_Churn"
"481","0486-LGCCH","Not_Churn"
"482","0447-BEMNG","Not_Churn"
"483","4612-SSVHJ","Churn"
"484","5168-MQQCA","Not_Churn"
"485","5949-XIKAE","Churn"
"486","7971-HLVXI","Not_Churn"
"487","9094-AZPHK","Churn"
"488","3649-JPUGY","Not_Churn"
"489","4472-LVYGI","Not_Churn"
"490","8372-JUXUI","Churn"
"491","3552-CTCYF","Not_Churn"
"492","6778-YSNIH","Churn"
"493","0388-EOPEX","Churn"
"494","5756-OZRIO","Not_Churn"
"495","6579-JPICP","Not_Churn"
"496","8205-OTCHB","Not_Churn"
"497","4134-BSXLX","Not_Churn"
"498","0505-SPOOW","Not_Churn"
"499","6235-VDHOM","Churn"
"500","7783-YKGDV","Churn"
"501","4374-YMUSQ","Not_Churn"
"502","4513-CXYIX","Not_Churn"
"503","3957-HHLMR","Not_Churn"
"504","7803-XOCCZ","Not_Churn"
"505","5736-YEJAX","Not_Churn"
"506","5609-CEBID","Churn"
"507","8981-FJGLA","Churn"
"508","7218-HKQFK","Churn"
"509","4636-QRJKY","Churn"
"510","1135-LMECX","Churn"
"511","4332-MUOEZ","Churn"
"512","8535-SFUTN","Not_Churn"
"513","5956-VKDTT","Churn"
"514","8677-HDZEE","Not_Churn"
"515","2475-MROZF","Not_Churn"
"516","9412-GHEEC","Churn"
"517","3482-ABPKK","Not_Churn"
"518","6705-LXORM","Churn"
"519","0257-ZESQC","Churn"
"520","7531-GQHME","Not_Churn"
"521","5174-ITUMV","Churn"
"522","4109-CYRBD","Not_Churn"
"523","0913-XWSCN","Not_Churn"
"524","6825-UYPFK","Not_Churn"
"525","8397-MVTAZ","Churn"
"526","0750-EBAIU","Not_Churn"
"527","8606-CIQUL","Not_Churn"
"528","3571-DPYUH","Not_Churn"
"529","7601-GNDYK","Not_Churn"
"530","0356-OBMAC","Not_Churn"
"531","8067-NIOYM","Not_Churn"
"532","1403-GYAFU","Not_Churn"
"533","4234-XTNEA","Churn"
"534","1297-VQDRP","Not_Churn"
"535","9282-IZGQK","Churn"
"536","5348-CAGXB","Churn"
"537","0621-HJWXJ","Not_Churn"
"538","5844-QVTAT","Not_Churn"
"539","8905-IAZPF","Not_Churn"
"540","5394-MEITZ","Not_Churn"
"541","6859-QNXIQ","Not_Churn"
"542","2782-LFZVW","Not_Churn"
"543","2866-IKBTM","Not_Churn"
"544","1342-JPNKI","Churn"
"545","2817-NTQDO","Churn"
"546","7129-AZJDE","Not_Churn"
"547","6986-IJDHX","Not_Churn"
"548","2560-PPCHE","Churn"
"549","4676-MQUEA","Not_Churn"
"550","8138-EALND","Not_Churn"
"551","3580-HYCSP","Not_Churn"
"552","1352-HNSAW","Not_Churn"
"553","2075-PUEPR","Not_Churn"
"554","1982-FEBTD","Not_Churn"
"555","5301-GAUUY","Churn"
"556","5791-KAJFD","Not_Churn"
"557","2654-VBVPB","Churn"
"558","1154-HYWWO","Not_Churn"
"559","2501-XWWTZ","Churn"
"560","3716-UVSPD","Churn"
"561","6815-ABQFQ","Churn"
"562","7343-EOBEU","Not_Churn"
"563","3701-SFMUH","Not_Churn"
"564","6103-LIANB","Not_Churn"
"565","7319-VENRZ","Not_Churn"
"566","5846-NEQVZ","Not_Churn"
"567","6967-QIQRV","Churn"
"568","5781-RFZRP","Not_Churn"
"569","0939-YAPAF","Churn"
"570","0308-IVGOK","Not_Churn"
"571","7293-LSCDV","Not_Churn"
"572","7025-WCBNE","Not_Churn"
"573","5756-JYOJT","Not_Churn"
"574","4710-FDUIZ","Not_Churn"
"575","6030-REHUX","Churn"
"576","9548-LIGTA","Not_Churn"
"577","5150-LJNSR","Not_Churn"
"578","8270-RKSAP","Churn"
"579","6522-YRBXD","Churn"
"580","2640-LYMOV","Not_Churn"
"581","1218-VKFPE","Not_Churn"
"582","3627-FHKBK","Churn"
"583","2865-TCHJW","Churn"
"584","1423-BMPBQ","Churn"
"585","2393-DIVAI","Not_Churn"
"586","5192-EBGOV","Churn"
"587","4568-KNYWR","Not_Churn"
"588","8752-IMQOS","Not_Churn"
"589","0742-LAFQK","Not_Churn"
"590","0795-LAFGP","Not_Churn"
"591","0619-OLYUR","Not_Churn"
"592","5512-IDZEI","Not_Churn"
"593","0459-SPZHJ","Not_Churn"
"594","0215-BQKGS","Churn"
"595","9244-ZVAPM","Churn"
"596","0719-SYFRB","Churn"
"597","8208-EUMTE","Not_Churn"
"598","5172-MIGPM","Churn"
"599","1710-RCXUS","Not_Churn"
"600","0374-FIUCA","Not_Churn"
"601","5839-SUYVZ","Churn"
"602","5173-ZXXXL","Not_Churn"
"603","1096-ADRUX","Not_Churn"
"604","2001-MCUUW","Not_Churn"
"605","2731-GJRDG","Churn"
"606","4723-BEGSG","Not_Churn"
"607","6516-NKQBO","Not_Churn"
"608","8672-OAUPW","Not_Churn"
"609","8207-DMRVL","Not_Churn"
"610","3419-SNJJD","Not_Churn"
"611","6543-CPZMK","Churn"
"612","4765-OXPPD","Not_Churn"
"613","2804-ETQDK","Not_Churn"
"614","6689-VRRTK","Churn"
"615","7138-GIRSH","Not_Churn"
"616","9396-ZSFLL","Not_Churn"
"617","6464-KEXXH","Not_Churn"
"618","7134-MJPDY","Churn"
"619","5240-CAOYT","Not_Churn"
"620","4059-IIEBK","Churn"
"621","4881-JVQOD","Churn"
"622","0516-UXRMT","Not_Churn"
"623","4851-BQDNX","Churn"
"624","5148-HKFIR","Not_Churn"
"625","1009-IRMNA","Not_Churn"
"626","3003-CMDUU","Churn"
"627","5016-IBERQ","Churn"
"628","6797-UCJHZ","Churn"
"629","2469-DTSGX","Not_Churn"
"630","4554-YGZIH","Not_Churn"
"631","5099-BAILX","Churn"
"632","9931-KGHOA","Not_Churn"
"633","1775-KWJKQ","Not_Churn"
"634","7665-VIGUD","Not_Churn"
"635","9411-TPQQV","Not_Churn"
"636","7207-RMRDB","Churn"
"637","7954-MLBUN","Not_Churn"
"638","2077-DDHJK","Not_Churn"
"639","4913-EHYUI","Churn"
"640","0195-IESCP","Churn"
"641","9574-BOSMD","Not_Churn"
"642","4580-TMHJU","Not_Churn"
"643","0970-ETWGE","Churn"
"644","4908-XAXAY","Not_Churn"
"645","8404-VLQFB","Not_Churn"
"646","1626-ERCMM","Churn"
"647","0887-HJGAR","Churn"
"648","2391-IPLOP","Not_Churn"
"649","5644-PDMZC","Churn"
"650","3509-GWQGF","Churn"
"651","9576-ANLXO","Churn"
"652","2024-BASKD","Churn"
"653","5845-BZZIB","Not_Churn"
"654","1140-UKVZG","Churn"
"655","4160-AMJTL","Churn"
"656","5183-SNMJQ","Churn"
"657","8100-PNJMH","Not_Churn"
"658","7838-LAZFO","Not_Churn"
"659","4464-JCOLN","Not_Churn"
"660","2085-JVGAD","Not_Churn"
"661","5650-VDUDS","Churn"
"662","8095-WANWK","Churn"
"663","3030-ZKIWL","Not_Churn"
"664","9565-FLVCG","Not_Churn"
"665","8755-OGKNA","Not_Churn"
"666","2800-VEQXM","Churn"
"667","7538-GWHML","Churn"
"668","5533-RJFTJ","Churn"
"669","3859-CVCET","Churn"
"670","0214-JHPFW","Not_Churn"
"671","5642-MHDQT","Not_Churn"
"672","3088-FVYWK","Not_Churn"
"673","3276-HDUEG","Churn"
"674","9092-GDZKO","Not_Churn"
"675","0823-HSCDJ","Churn"
"676","3729-OWRVL","Not_Churn"
"677","2324-AALNO","Not_Churn"
"678","0822-GAVAP","Churn"
"679","5760-IFJOZ","Churn"
"680","2826-UWHIS","Not_Churn"
"681","1448-PWKYE","Churn"
"682","7501-IWUNG","Not_Churn"
"683","4957-TREIR","Not_Churn"
"684","7251-LJBQN","Not_Churn"
"685","8040-MNRTF","Churn"
"686","1536-HBSWP","Churn"
"687","5313-FPXWG","Not_Churn"
"688","0067-DKWBL","Churn"
"689","0946-FKYTX","Churn"
"690","5076-YVXCM","Churn"
"691","8262-COGGB","Not_Churn"
"692","6663-JOCQO","Not_Churn"
"693","9620-QJREV","Not_Churn"
"694","2276-YDAVZ","Churn"
"695","2682-KEVRP","Not_Churn"
"696","2480-JZOSN","Churn"
"697","0078-XZMHT","Not_Churn"
"698","5896-NPFWW","Churn"
"699","9978-HYCIN","Not_Churn"
"700","8338-QIUNR","Not_Churn"
"701","1525-LNLOJ","Not_Churn"
"702","9450-TRJUU","Churn"
"703","1766-GKNMI","Churn"
"704","6942-LBFDP","Churn"
"705","1456-TWCGB","Churn"
"706","7133-VBDCG","Not_Churn"
"707","7596-ZYWBB","Not_Churn"
"708","8329-UTMVM","Not_Churn"
"709","3014-WJKSM","Churn"
"710","3347-YJZZE","Not_Churn"
"711","1029-QFBEN","Not_Churn"
"712","7929-DMBCV","Not_Churn"
"713","9661-JALZV","Not_Churn"
"714","5433-KYGHE","Churn"
"715","4312-KFRXN","Not_Churn"
"716","5575-TPIZQ","Not_Churn"
"717","0114-IGABW","Not_Churn"
"718","9944-AEXBM","Churn"
"719","1853-ARAAQ","Not_Churn"
"720","6952-OMNWB","Not_Churn"
"721","4697-LUPSU","Churn"
"722","8434-VGEQQ","Not_Churn"
"723","4952-YSOGZ","Churn"
"724","1589-AGTLK","Churn"
"725","5244-IRFIH","Churn"
"726","6549-YMFAW","Churn"
"727","4950-HKQTE","Not_Churn"
"728","6786-OBWQR","Churn"
"729","2684-EIWEO","Churn"
"730","2753-JMMCV","Not_Churn"
"731","6439-GTPCA","Churn"
"732","6621-YOBKI","Not_Churn"
"733","1216-JWVUX","Churn"
"734","7564-GHCVB","Not_Churn"
"735","1173-NOEYG","Churn"
"736","7595-EHCDL","Not_Churn"
"737","6647-ZEDXT","Not_Churn"
"738","2521-NPUZR","Not_Churn"
"739","1307-TVUFB","Churn"
"740","7503-MIOGA","Not_Churn"
"741","4381-MHQDC","Not_Churn"
"742","6923-JHPMP","Churn"
"743","5138-WVKYJ","Churn"
"744","4018-PPNDW","Not_Churn"
